loyalty_number,loyalty_card,province,segment_name,risk_level,churn_probability,clv,revenue_at_risk,potential_save,recommended_action,specific_offer,channel,timing,incentive_cost_cad,avg_flights_per_month,recency_months,engagement_health_score,tenure_months
428345,Nova,British Columbia,Premium Dormant,Medium,0.48961768,4362.93,1751.66,472.95,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
518210,Star,Saskatchewan,Seasonal Travelers,High,0.9915412,2154.07,1751.4,472.88,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,26
577151,Aurora,Ontario,Premium Dormant,Medium,0.42068902,5067.51,1748.11,471.99,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,20.0,0
328173,Aurora,British Columbia,Active Champions,Medium,0.40616927,5247.85,1747.84,471.92,Engagement Boost,Double miles on next 3 flights,Email,Within 14 days,30,1.4166666666666667,0.0,30.0,57
399514,Nova,Alberta,Premium Dormant,Medium,0.66230214,3214.98,1746.02,471.43,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,1.0833333333333333,0.0,18.8,7
709212,Star,Quebec,Seasonal Travelers,High,0.9936087,2142.89,1745.94,471.4,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,52
654983,Nova,Manitoba,Premium Dormant,Medium,0.64437246,3303.09,1745.3,471.23,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
206992,Aurora,Ontario,Premium Dormant,Medium,0.41673818,5107.16,1745.25,471.22,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,1.3333333333333333,0.0,29.6,18
402390,Star,Quebec,Seasonal Travelers,Medium,0.54849946,3873.65,1742.25,470.41,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,0.0,0
341907,Star,New Brunswick,Miles Hoarders,High,0.8153435,2605.6,1742.06,470.36,Redemption Activation,2× redemption value + 60-day flash sale on points,Email + App push,Within 72 hours,50,1.1666666666666667,0.0,13.7,59
869283,Nova,Quebec,Premium Dormant,Medium,0.440804,4817.99,1741.51,470.21,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.16666666666666666,0.0,11.7,4
954424,Star,Ontario,Miles Hoarders,Medium,0.4519785,4698.76,1741.47,470.2,Redemption Reminder,50% bonus on any redemption within 60 days,Email,Within 10 days,30,1.5,0.0,16.5,23
537829,Nova,Quebec,Premium Dormant,Medium,0.55355835,3834.21,1740.42,469.91,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
347733,Star,British Columbia,Seasonal Travelers,High,0.99061126,2141.75,1739.75,469.73,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,31
805110,Star,Ontario,Seasonal Travelers,Medium,0.4751628,4463.0,1738.93,469.51,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,0.0,0
536848,Star,Quebec,Miles Hoarders,High,0.9430905,2248.45,1738.8,469.48,Redemption Activation,2× redemption value + 60-day flash sale on points,Email + App push,Within 72 hours,50,1.0833333333333333,0.0,10.3,37
552965,Star,Quebec,Seasonal Travelers,Medium,0.54550177,3885.46,1738.01,469.26,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
789288,Star,Quebec,Miles Hoarders,High,0.85612047,2472.47,1735.72,468.64,Redemption Activation,2× redemption value + 60-day flash sale on points,Email + App push,Within 72 hours,50,0.75,0.0,11.1,45
450150,Nova,Quebec,Premium Dormant,Medium,0.51763815,4078.02,1730.97,467.36,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.4166666666666667,0.0,13.3,5
455234,Star,Ontario,Seasonal Travelers,Medium,0.46863538,4502.67,1730.29,467.18,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.6666666666666666,0.0,5.0,5
372522,Nova,British Columbia,Active Champions,High,0.7500201,2810.67,1728.61,466.72,Loyalty Lock-In,"6,000 bonus miles + priority check-in for 6 months",Email + App push,Within 3 days,70,1.9166666666666667,0.0,27.5,20
228772,Star,Ontario,Miles Hoarders,High,0.8149803,2584.53,1727.2,466.34,Redemption Activation,2× redemption value + 60-day flash sale on points,Email + App push,Within 72 hours,50,0.5833333333333334,0.0,6.7,53
747604,Star,Quebec,Seasonal Travelers,Medium,0.54550177,3858.87,1726.12,466.05,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
878510,Nova,Saskatchewan,Premium Dormant,High,0.7079704,2971.92,1725.31,465.83,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.6666666666666666,0.0,17.4,7
289472,Nova,Saskatchewan,Premium Dormant,Medium,0.62122405,3386.19,1724.94,465.73,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.25,0.0,11.7,8
424451,Nova,Ontario,Premium Dormant,Medium,0.46420193,4529.98,1724.32,465.57,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
440758,Star,Quebec,Seasonal Travelers,High,0.98934805,2124.17,1723.27,465.28,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,33
771872,Nova,Quebec,Premium Dormant,Medium,0.5626979,3731.5,1721.76,464.88,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,10.0,0
743510,Star,British Columbia,Seasonal Travelers,Medium,0.5001386,4196.65,1721.1,464.7,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.6666666666666666,0.0,5.0,19
300454,Nova,Quebec,Premium Dormant,Medium,0.6222411,3372.42,1720.74,464.6,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,10.0,0
249408,Nova,Saskatchewan,Premium Dormant,Medium,0.55305326,3792.83,1720.06,464.42,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,10.0,0
467401,Nova,Quebec,Premium Dormant,Medium,0.62372375,3363.0,1720.02,464.41,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
141497,Star,Quebec,Seasonal Travelers,Medium,0.43307254,4842.28,1719.59,464.29,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,0.0,0
901049,Star,Ontario,Miles Hoarders,High,0.7806345,2685.18,1718.84,464.09,Redemption Activation,2× redemption value + 60-day flash sale on points,Email + App push,Within 72 hours,50,1.0833333333333333,0.0,7.0,6
110142,Star,British Columbia,Seasonal Travelers,Medium,0.42976284,4866.65,1715.03,463.06,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,0.0,0
164298,Star,British Columbia,Miles Hoarders,High,0.8140817,2568.84,1714.82,463.0,Redemption Activation,2× redemption value + 60-day flash sale on points,Email + App push,Within 72 hours,50,1.75,0.0,11.7,30
124085,Star,Nova Scotia,Seasonal Travelers,High,0.766924,2725.32,1713.89,462.75,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.5833333333333334,0.0,4.4,5
838845,Star,Alberta,Seasonal Travelers,High,0.82897836,2520.12,1713.08,462.53,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.3333333333333333,0.0,5.1,4
168727,Nova,British Columbia,Premium Dormant,Medium,0.4614649,4526.95,1713.0,462.51,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
714316,Star,New Brunswick,Seasonal Travelers,Medium,0.59215146,3527.4,1712.78,462.45,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,0.0,0
900795,Nova,British Columbia,Premium Dormant,Medium,0.4879138,4280.75,1712.68,462.42,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.9166666666666666,0.0,19.1,13
694168,Star,British Columbia,Seasonal Travelers,Medium,0.599224,3484.14,1711.98,462.23,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.9166666666666666,0.0,6.7,10
833165,Nova,British Columbia,Premium Dormant,Medium,0.6648889,3139.17,1711.5,462.1,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
925198,Nova,Ontario,Premium Dormant,Medium,0.5454572,3824.43,1710.57,461.85,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
931247,Nova,British Columbia,Active Champions,High,0.7276928,2864.54,1709.29,461.51,Loyalty Lock-In,"6,000 bonus miles + priority check-in for 6 months",Email + App push,Within 3 days,70,2.25,0.0,21.7,52
901002,Star,Manitoba,Seasonal Travelers,Medium,0.45887634,4540.99,1708.68,461.34,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,0.0,0
130326,Aurora,Manitoba,Premium Dormant,Medium,0.40253767,5175.29,1708.26,461.23,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.4166666666666667,0.0,23.3,39
611046,Nova,Quebec,Premium Dormant,Medium,0.603531,3445.86,1705.34,460.44,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.25,0.0,11.7,2
269565,Star,Ontario,Seasonal Travelers,Medium,0.6046576,3436.13,1703.7,460.0,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
882024,Star,British Columbia,Seasonal Travelers,Medium,0.45179957,4594.26,1702.06,459.56,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
545514,Nova,Alberta,Premium Dormant,Medium,0.586098,3540.9,1701.76,459.48,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
604116,Star,British Columbia,Seasonal Travelers,Medium,0.4554767,4554.91,1701.22,459.33,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,0.0,0
958491,Nova,Ontario,Premium Dormant,Medium,0.41707355,4970.36,1699.86,458.96,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.5833333333333334,0.0,13.3,11
553453,Nova,British Columbia,Premium Dormant,Medium,0.60033756,3451.1,1698.9,458.7,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.4166666666666667,0.0,18.2,38
434621,Nova,British Columbia,Premium Dormant,Medium,0.41265336,5015.01,1696.96,458.18,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.3333333333333333,0.0,13.3,6
370093,Star,Manitoba,Seasonal Travelers,High,0.7671777,2691.22,1693.01,457.11,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.5,0.0,5.0,46
237105,Star,New Brunswick,Seasonal Travelers,Medium,0.44615638,4624.56,1691.89,456.81,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.08333333333333333,0.0,1.7,1
768255,Star,Alberta,Seasonal Travelers,Medium,0.41130304,5015.01,1691.4,456.68,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.25,0.0,1.7,4
795512,Nova,British Columbia,Active Champions,Medium,0.55989724,3683.47,1691.14,456.61,Engagement Boost,Double miles on next 3 flights,Email,Within 14 days,30,1.5833333333333333,0.0,18.8,6
963541,Nova,Saskatchewan,Premium Dormant,Medium,0.5489388,3756.64,1690.98,456.56,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,1
949612,Nova,Ontario,Premium Dormant,Medium,0.57864153,3560.63,1689.47,456.16,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
915571,Star,British Columbia,Seasonal Travelers,Medium,0.47524163,4334.06,1688.98,456.02,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.25,0.0,3.3,29
593327,Star,Ontario,Seasonal Travelers,High,0.80515534,2554.44,1686.51,455.36,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.8333333333333334,0.0,5.0,17
841677,Star,Ontario,Seasonal Travelers,Medium,0.43878356,4686.47,1686.2,455.27,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.25,0.0,1.7,3
626070,Nova,Quebec,Premium Dormant,High,0.7329428,2805.1,1685.9,455.19,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,30.0,0
319469,Nova,British Columbia,Premium Dormant,Medium,0.57749754,3557.37,1684.59,454.84,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.25,0.0,13.3,10
706884,Star,Manitoba,Miles Hoarders,High,0.8165292,2511.7,1681.72,454.06,Redemption Activation,2× redemption value + 60-day flash sale on points,Email + App push,Within 72 hours,50,2.1666666666666665,0.0,17.3,25
945761,Nova,Nova Scotia,Premium Dormant,Medium,0.5489388,3731.5,1679.66,453.51,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,1
616447,Nova,Ontario,Premium Dormant,Medium,0.5155976,3971.35,1679.05,453.34,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
162013,Star,Nova Scotia,Miles Hoarders,Medium,0.41680908,4911.46,1678.66,453.24,Redemption Reminder,50% bonus on any redemption within 60 days,Email,Within 10 days,30,1.0833333333333333,0.0,12.1,46
327796,Star,Quebec,Seasonal Travelers,Medium,0.48836508,4191.06,1678.35,453.15,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.5,0.0,3.3,6
290024,Star,Ontario,Seasonal Travelers,Medium,0.43661386,4686.47,1677.87,453.02,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.5833333333333334,0.0,6.7,7
751612,Aurora,Quebec,Active Champions,Medium,0.40383038,5066.83,1677.83,453.01,Engagement Boost,Double miles on next 3 flights,Email,Within 14 days,30,1.0,0.0,30.5,20
229075,Nova,British Columbia,Premium Dormant,Medium,0.66673976,3065.37,1675.92,452.5,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
865066,Nova,British Columbia,Premium Dormant,Medium,0.5540816,3686.72,1675.05,452.26,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
793608,Nova,British Columbia,Premium Dormant,Medium,0.46027714,4433.69,1673.4,451.82,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
403258,Star,Ontario,Seasonal Travelers,Medium,0.49079537,4157.7,1673.28,451.79,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
264107,Nova,Quebec,Premium Dormant,Medium,0.52966046,3852.43,1673.19,451.76,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,10.0,0
190149,Nova,Ontario,Active Champions,Medium,0.5294843,3849.6,1671.41,451.28,Engagement Boost,Double miles on next 3 flights,Email,Within 14 days,30,2.4166666666666665,0.0,28.5,47
542934,Star,Quebec,Seasonal Travelers,Medium,0.5449417,3740.4,1671.41,451.28,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
878284,Star,Quebec,Seasonal Travelers,Medium,0.5243386,3884.86,1670.33,450.99,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
366250,Star,Quebec,Seasonal Travelers,Medium,0.48905605,4162.18,1669.14,450.67,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
665645,Nova,Ontario,Premium Dormant,Medium,0.48765528,4170.69,1667.76,450.3,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
344669,Nova,British Columbia,Premium Dormant,Medium,0.6103613,3331.45,1667.38,450.19,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
129171,Star,Newfoundland,Seasonal Travelers,High,0.74756336,2719.51,1667.06,450.11,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,0
508215,Star,British Columbia,Seasonal Travelers,Medium,0.49093682,4139.53,1666.44,449.94,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
345841,Nova,Quebec,Premium Dormant,Medium,0.40393797,5029.67,1665.97,449.81,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.9166666666666666,0.0,17.2,21
616207,Star,Quebec,Seasonal Travelers,Medium,0.48905605,4151.55,1664.88,449.52,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
679253,Nova,Ontario,Premium Dormant,Medium,0.5491589,3694.65,1663.74,449.21,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
290184,Star,Quebec,Miles Hoarders,High,0.904898,2241.46,1663.2,449.06,Redemption Activation,2× redemption value + 60-day flash sale on points,Email + App push,Within 72 hours,50,1.0833333333333333,0.0,10.2,60
808341,Star,New Brunswick,Seasonal Travelers,Medium,0.53222895,3808.12,1661.97,448.73,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
467580,Star,Ontario,Seasonal Travelers,Medium,0.44553596,4547.16,1661.26,448.54,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
128280,Star,Ontario,Seasonal Travelers,Medium,0.50866467,3979.28,1659.78,448.14,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,1.0833333333333333,0.0,5.0,13
430221,Star,Manitoba,Seasonal Travelers,Medium,0.43728915,4626.8,1659.06,447.95,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
189294,Nova,Quebec,Premium Dormant,Medium,0.54530245,3707.28,1657.7,447.58,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,10.0,0
119408,Star,British Columbia,Seasonal Travelers,Medium,0.42444566,4760.94,1657.02,447.4,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
801607,Nova,Manitoba,Premium Dormant,High,0.7142086,2829.31,1656.99,447.39,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,30.0,0
190570,Nova,Ontario,Active Champions,High,0.7132932,2832.51,1656.74,447.32,Loyalty Lock-In,"6,000 bonus miles + priority check-in for 6 months",Email + App push,Within 3 days,70,1.4166666666666667,0.0,18.3,9
123094,Star,British Columbia,Seasonal Travelers,Medium,0.49231464,4103.85,1656.72,447.31,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
597897,Star,British Columbia,Seasonal Travelers,Medium,0.42444566,4759.66,1656.58,447.28,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
733515,Nova,British Columbia,Premium Dormant,Medium,0.6516177,3096.51,1654.55,446.73,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
750162,Nova,New Brunswick,Premium Dormant,Medium,0.50243133,4014.45,1653.93,446.56,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
496403,Nova,Saskatchewan,Active Champions,High,0.708857,2844.85,1653.61,446.47,Loyalty Lock-In,"6,000 bonus miles + priority check-in for 6 months",Email + App push,Within 3 days,70,2.0833333333333335,0.0,28.1,55
602384,Nova,Quebec,Premium Dormant,High,0.73266053,2750.54,1652.47,446.17,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.4166666666666667,0.0,14.1,4
963619,Star,Ontario,Seasonal Travelers,Medium,0.48306593,4167.99,1651.0,445.77,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,0.0,0
277607,Nova,Alberta,Premium Dormant,Medium,0.5098947,3946.37,1650.03,445.51,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
313837,Star,Ontario,Seasonal Travelers,Medium,0.44149518,4556.59,1649.6,445.39,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,0.0,0
529733,Star,New Brunswick,Seasonal Travelers,Medium,0.45438522,4426.1,1649.15,445.27,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
754936,Star,Manitoba,Seasonal Travelers,Medium,0.53894204,3731.5,1649.07,445.25,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
667687,Star,Ontario,Seasonal Travelers,Medium,0.44553596,4512.2,1648.48,445.09,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
145542,Nova,Ontario,Premium Dormant,Medium,0.5190766,3870.36,1647.39,444.8,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
894691,Nova,Quebec,Premium Dormant,Medium,0.62021136,3238.0,1646.76,444.63,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
133956,Nova,Manitoba,Premium Dormant,Medium,0.41106972,4882.29,1645.71,444.34,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,10.0,0
298156,Nova,Ontario,Premium Dormant,Medium,0.6197867,3238.0,1645.63,444.32,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
625318,Nova,Ontario,Premium Dormant,Medium,0.49215034,4077.5,1645.53,444.29,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
624704,Nova,Alberta,Premium Dormant,Medium,0.6466785,3096.51,1642.01,443.34,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
806839,Star,Ontario,Seasonal Travelers,Medium,0.40746278,4912.03,1641.2,443.12,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.5,0.0,3.3,3
956619,Star,Ontario,Seasonal Travelers,Medium,0.43133914,4639.98,1641.15,443.11,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.16666666666666666,0.0,3.3,27
746377,Star,Quebec,Seasonal Travelers,High,0.73523694,2719.26,1639.43,442.65,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,0
536132,Star,Quebec,Miles Hoarders,High,0.8200324,2436.84,1638.6,442.42,Redemption Activation,2× redemption value + 60-day flash sale on points,Email + App push,Within 72 hours,50,1.0,0.0,7.9,59
976423,Nova,British Columbia,Active Champions,Medium,0.69036156,2891.27,1636.74,441.92,Engagement Boost,Double miles on next 3 flights,Email,Within 14 days,30,3.25,0.0,42.1,18
703338,Star,Ontario,Seasonal Travelers,Medium,0.44312894,4502.87,1636.19,441.77,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
512906,Star,New Brunswick,Seasonal Travelers,Medium,0.40954074,4872.02,1636.14,441.76,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.08333333333333333,0.0,15.4,4
343247,Nova,British Columbia,Premium Dormant,Medium,0.59517014,3351.57,1635.7,441.64,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
105835,Star,Ontario,Seasonal Travelers,Medium,0.41902134,4756.13,1634.19,441.23,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,0.0,0
274879,Star,New Brunswick,Seasonal Travelers,Medium,0.49303535,4035.77,1631.62,440.54,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.4166666666666667,0.0,1.7,2
848694,Star,Ontario,Miles Hoarders,High,0.77215433,2576.46,1631.33,440.46,Redemption Activation,2× redemption value + 60-day flash sale on points,Email + App push,Within 72 hours,50,1.3333333333333333,0.0,8.3,8
924724,Star,Quebec,Seasonal Travelers,Medium,0.44925848,4428.03,1631.25,440.44,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,0.0,0
927721,Star,Saskatchewan,Seasonal Travelers,Medium,0.5045198,3942.92,1631.21,440.43,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
904992,Nova,Ontario,Premium Dormant,Medium,0.54436225,3653.7,1630.93,440.35,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,10.0,0
411365,Star,Ontario,Seasonal Travelers,Medium,0.44312894,4488.13,1630.83,440.32,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
523722,Nova,Quebec,Premium Dormant,Medium,0.56297654,3528.04,1628.69,439.75,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.4166666666666667,0.0,15.0,5
398535,Star,Quebec,Seasonal Travelers,Medium,0.4669894,4250.28,1627.57,439.44,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,0.0,0
672255,Nova,Quebec,Premium Dormant,Medium,0.5906969,3359.24,1627.12,439.32,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
320183,Star,Ontario,Seasonal Travelers,Medium,0.45442483,4362.93,1625.75,438.95,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,0.0,0
